Type,Name,Number Build,SKU,Description,Short Description,Description Status,Categories,Tags,Brands,Vendor,Images,Image Info,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,meta_sds_map,meta_tds_map
simple,Glue Buster Adhesive Remover Gal,567,GB-000000568,,"Glue Buster Adhesive Remover Gal is an adhesive or repair compound for joining compatible materials; bond strength depends on surface preparation, fit, cure and the specific substrates involved. Test first, then follow the label for dilution, dwell time, rinsing, ventilation and protective equipment.",,Painting Tools & Accessories > Cleaners & Removers,"glue buster, glue buster adhesive remover gal, painting tools & accessories, cleaners & removers",Glue Buster,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/GB-000000568-dynamic-glue-buster-adhesive-remover-3-78l.png?raw=true,Image Added,,,,,,,,,,
simple,Dynamic Brush&Roller Spinner Cleaner,568,DYN-000000569,,"Dynamic Brush&Roller Spinner Cleaner is a paint or decorative-finish brush whose stated shape, filament and size are intended to provide control for the named application. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"dynamic, dynamic brush&roller spinner cleaner, painting tools & accessories, tools",Dynamic,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DYN-000000569-dynamic-11174-brush-roller-spinner-cleaner.png?raw=true,Image Added,,,,,,,,,,
simple,Crocodile Cloth Original,569,CC-000000570,,"Crocodile Cloth Original is a wiping material for removing dust, grime or light jobsite residue during surface preparation and cleanup. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Cleaners & Removers,"crocodile cloth, crocodile cloth original, painting tools & accessories, cleaners & removers",Crocodile Cloth,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/CC-000000570-crocodile-cloth-original.png?raw=true,Images for Review,,,,,,,,,,
simple,Measuring Bucket,570,DYN-000000571,,"Measuring Bucket from Dynamic is a reusable work container for holding, measuring or mixing compatible paint and finishing materials during preparation and application. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"dynamic, measuring bucket, painting tools & accessories, tools",Dynamic,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DYN-000000571-dynamic-measuring-bucket.png?raw=true,Images for Review,,,,,,,,,,
simple,1000+ Stain Remover,571,DYN-000000572,,"1000+ Stain Remover from Dynamic is a surface-preparation or cleanup product for removing the residue named in the product from compatible materials before refinishing. Test first, then follow the label for dilution, dwell time, rinsing, ventilation and protective equipment. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Cleaners & Removers,"dynamic, 1000+ stain remover, painting tools & accessories, cleaners & removers",Dynamic,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DYN-000000572-1000-plus-stain-remover-909ml.png?raw=true,Images for Review,,,,,,,,,,
simple,Recochem Boiled Linseed Oil Dynamic,572,REC-000000573,,"Recochem Boiled Linseed Oil Dynamic is a wood-finishing product for colouring, conditioning or protecting the compatible interior or exterior wood surface named in the product. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Paints > Stains & Varnishes,"recochem, recochem boiled linseed oil dynamic, paints, stains & varnishes",Recochem,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/REC-000000573-recochem-solvable-boiled-linseed-oil.png?raw=true,Images for Review,,,,,,,,,,
simple,Penofin Ultra Premium Red Label - Sable,573,PEN-000000574,,"Penofin Ultra Premium Red Label - Sable is a coating formulated for the interior, exterior, specialty or industrial use indicated by its product name and category. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Paints > Stains & Varnishes,"penofin, penofin ultra premium red label - sable, paints, stains & varnishes",Penofin,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PEN-000000574-penofin-red-label-sable-gallon.png?raw=true,Images for Review,,,,,,,,,,
simple,Penofin Tsf Teak Satin Finish,574,PEN-000000575,,"Penofin Tsf Teak Satin Finish is a coating formulated for the interior, exterior, specialty or industrial use indicated by its product name and category. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Paints > Stains & Varnishes,"penofin, penofin tsf teak satin finish, paints, stains & varnishes",Penofin,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PEN-000000575-penofin-tsf-hardwood-satin-finish.png?raw=true,Images for Review,,,,,,,,,,
simple,Penofin Exterior Exotic Hardwood Finish,575,PEN-000000576,,"Penofin Exterior Exotic Hardwood Finish is a wood-finishing product for colouring, conditioning or protecting the compatible interior or exterior wood surface named in the product. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Paints > Stains & Varnishes,"penofin, penofin exterior exotic hardwood finish, paints, stains & varnishes",Penofin,YHD01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PEN-000000576-penofin-exterior-hardwood-formula-quart.png?raw=true,Image Added,,,,,Variants,Quart | Gallon,1,1,,
simple,Siligun Compact Caulking Gun,576,SIL-000000577,,"Siligun Compact Caulking Gun is a manual caulking gun for dispensing compatible cartridge sealants and adhesives with controlled pressure at joints, gaps and seams. Use on clean, compatible joints and follow the label for gap size, tooling, cure, moisture exposure and paintability. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"siligun, siligun compact caulking gun, painting tools & accessories, tools",SiliGun,MUM01,https://images.squarespace-cdn.com/content/v1/6094c7bd0c12271fe802949e/1621312773115-AX6WAT03ACJCR69XHYT8/URS001_4_thumb.png,Image Added,,,,,,,,,,
simple,Monkey Rung Spin Pro Mini Roller Cleaner,577,DYN-000000578,,"Monkey Rung Spin Pro Mini Roller Cleaner from Dynamic is a surface-preparation or cleanup product for removing the residue named in the product from compatible materials before refinishing. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"dynamic, monkey rung spin pro mini roller cleaner, painting tools & accessories, tools",Dynamic,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DYN-000000578-monkey-rung-spin-pro-mini.png?raw=true,Image Added,,,,,,,,,,
simple,Norton Sanding Pads 150 Grit,578,NOR-000000579,,"Norton Sanding Pads 150 Grit is a hand or machine surface-preparation abrasive for scuffing, cleaning, smoothing or finishing compatible materials. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Paint Prep & Repairs,"norton, norton sanding pads 150 grit, painting tools & accessories, paint prep & repairs",Norton,SAINT-G,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/NOR-000000579-norton-wallsand-pad-150-grit.png?raw=true,Images for Review,,,,,,,,,,
simple,Norton 3X Sandpaper 180,579,NOR-000000580,,"Norton 3X Sandpaper 180 is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Paint Prep & Repairs,"norton, norton 3x sandpaper 180, painting tools & accessories, paint prep & repairs",Norton,SAINT-G,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/NOR-000000580-norton-3x-sandpaper-180-grit.png?raw=true,Images for Review,,,,,,,,,,
simple,Norton 3X Sandpaper 100,580,NOR-000000581,,"Norton 3X Sandpaper 100 is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Paint Prep & Repairs,"norton, norton 3x sandpaper 100, painting tools & accessories, paint prep & repairs",Norton,SAINT-G,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/NOR-000000581-norton-3x-sandpaper-100-grit.png?raw=true,Image Added,,,,,Variants,3PK | 20PK,1,1,,
simple,12X18 Buffing Pads Thick Red,581,NOR-000000582,,"12X18 Buffing Pads Thick Red from Norton is a hand or machine surface-preparation abrasive for scuffing, cleaning, smoothing or finishing compatible materials. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Paint Prep & Repairs,"norton, 12x18 buffing pads thick red, painting tools & accessories, paint prep & repairs",Norton,SAINT-G,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/NOR-000000582-norton-12x18-red-buffing-pad.png?raw=true,Images for Review,,,,,,,,,,
simple,12X18 60 Grit Adhesive Back Sandpaper,582,NOR-000000583,,"12X18 60 Grit Adhesive Back Sandpaper from Norton is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Paint Prep & Repairs,"norton, 12x18 60 grit adhesive back sandpaper, painting tools & accessories, paint prep & repairs",Norton,SAINT-G,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/NOR-000000583-norton-12x18-60-grit-adhesive-sheets.png?raw=true,Images for Review,,,,,,,,,,
simple,Nour Lime Wash Brush 100 mm,583,NO-000000584,,"Nour Lime Wash Brush 100 mm is a purpose-shaped brush for controlled application of compatible paint, stain or decorative coating; its filament style and profile suit the task named in the product. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"nour, nour lime wash brush 100 mm, painting tools & accessories, tools",Nour,NOUR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/NO-000000584-nour-32-100nlw-limewash-brush.png?raw=true,Image Added,,,,,,,,,,
simple,"Nour Polylamb Roller Refill 1/2""",584,NO-000000585,,"Nour Polylamb Roller Refill 1/2"" is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"nour, nour polylamb roller refill 1/2"", painting tools & accessories, tools",Nour,NOUR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/NO-000000585-nour-polylamb-roller-refill.png?raw=true,Images for Review,,,,,,,,,,
simple,"AllPro Silver Series 2 1/2"" Polyester Brush",585,AP-000000586,,"AllPro Silver Series 2 1/2"" Polyester Brush is a paint or decorative-finish brush whose stated shape, filament and size are intended to provide control for the named application. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"allpro, allpro silver series 2 1/2"" polyester brush, painting tools & accessories, tools",AllPro,NOUR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/AP-000000586-allpro-silver-series-2-5-polyester-brush.png?raw=true,Image Added,,,,,,,,,,
simple,"AllPro Microfiber Roller Refill 9"" x 5/8""",586,AP-000000587,,"AllPro Microfiber Roller Refill 9"" x 5/8"" is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"allpro, allpro microfiber roller refill 9"" x 5/8"", painting tools & accessories, tools",AllPro,NOUR,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/AP-000000587-allpro-microfiber-roller-9x5-8.png?raw=true,Image Added,,,,,,,,,,
simple,OLFA Stainless Steel Auto-Lock Utility K,587,OLF-000000588,,"OLFA Stainless Steel Auto-Lock Utility K is a wood-finishing product for colouring, conditioning or protecting the compatible interior or exterior wood surface named in the product. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"olfa, olfa stainless steel auto-lock utility k, painting tools & accessories, tools",OLFA,OLF01,https://olfa.com/cdn/shop/files/c59872953f154ea8bca7ca9d6e7f4a17_720x.png?v=1686594352,Image Added,,,,,,,,,,
simple,OLFA Small Snap-Off Black Blade,588,OLF-000000589,,"OLFA Small Snap-Off Black Blade is a replacement cutting or scraping blade for the compatible hand tool named in the product; blade style and size should match the holder and task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Tools,"olfa, olfa small snap-off black blade, painting tools & accessories, tools",OLFA,OLF01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OLF-000000589-olfa-abb50b-black-9mm-blades.png?raw=true,Image Added,,,,,Variants,50PK | 10PK,1,1,,
simple,OLFA Rubber Inset Utility Knife,589,OLF-000000590,,"OLFA Rubber Inset Utility Knife is a hand-cutting tool for trimming masking film, wallcovering, cardboard and other compatible jobsite materials with the correct replacement blade. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Tools,"olfa, olfa rubber inset utility knife, painting tools & accessories, tools",OLFA,OLF01,https://media-www.canadiantire.ca/product/fixing/tools/cutting-measuring/0575031/snap-knife-w-grip-olfa-h-1-c4c96b17-db04-43bc-8e26-4287484af42c.png?imdensity=1&imwidth=640&impolicy=gZoom,Image Added,,,,,,,,,,
simple,OLFA Rubber Grip Utility Knife,590,OLF-000000591,,"OLFA Rubber Grip Utility Knife is a hand-cutting tool for trimming masking film, wallcovering, cardboard and other compatible jobsite materials with the correct replacement blade. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Tools,"olfa, olfa rubber grip utility knife, painting tools & accessories, tools",OLFA,OLF01,https://olfa.com/cdn/shop/products/OLFAXH-1BackBladeIn.png?v=1621257130,Image Added,,,,,,,,,,
simple,OLFA Large Snap-Off Black Blade,591,OLF-000000592,,"OLFA Large Snap-Off Black Blade is a replacement cutting or scraping blade for the compatible hand tool named in the product; blade style and size should match the holder and task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Tools,"olfa, olfa large snap-off black blade, painting tools & accessories, tools",OLFA,OLF01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OLF-000000592-olfa-lbb50b-black-18mm-blades.png?raw=true,Image Added,,,,,Variants,50PK | 10PK,1,1,,
simple,OLFA Multi-Blade Auto-Load Utility Knife,592,OLF-000000593,,"OLFA Multi-Blade Auto-Load Utility Knife is a replacement cutting or scraping blade for the compatible hand tool named in the product; blade style and size should match the holder and task. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed.",,Painting Tools & Accessories > Tools,"olfa, olfa multi-blade auto-load utility knife, painting tools & accessories, tools",OLFA,OLF01,https://www.toolware.co.nz/media/842420/olpa2-pf.png,Image Added,,,,,,,,,,
simple,Olympic Rescue It! Wood & Concrete Resur,593,OLY-000000594,,"Olympic Rescue It! Wood & Concrete Resur is a coating formulated for the interior, exterior, specialty or industrial use indicated by its product name and category. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Paints > Stains & Varnishes,"olympic, olympic rescue it! wood & concrete resur, paints, stains & varnishes",Olympic,PPG,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OLY-000000594-olympic-rescue-it.png?raw=true,Image Added,,,,,,,,,,
simple,Olympic Maximum Semi Trans Hybrid Stain Neu,594,OLY-000000595,,"Olympic Maximum Semi Trans Hybrid Stain Neu is a wood-finishing product for colouring, conditioning or protecting the compatible interior or exterior wood surface named in the product. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Paints > Stains & Varnishes,"olympic, olympic maximum semi trans hybrid stain neu, paints, stains & varnishes",Olympic,PPG,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OLY-000000595-olympic-maximum-semi-transparent-neutral.png?raw=true,Images for Review,,,,,,,,,,
simple,OMC Painter'S Plastic,595,OMC-000000596,,"OMC Painter'S Plastic is a temporary surface-protection material for covering floors, furniture or adjacent areas against dust, drips and ordinary painting debris. Lay it over a clean, dry area, secure the edges safely, and confirm that any adhesive or film suits the underlying finish. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"omc, omc painter's plastic, painting tools & accessories, tools",OMC,OMC,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OMC-000000596-painters-plastic.png?raw=true,Images for Review,,,,,,,,,,
simple,OMC Fiberglass Drywall Tape,596,OMC-000000597,,"OMC Fiberglass Drywall Tape is a drywall reinforcing tape for embedding in compatible joint compound over flat seams, repairs or corners as indicated by the product name. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"omc, omc fiberglass drywall tape, painting tools & accessories, tools",OMC,OMC,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OMC-000000597-fiberglass-drywall-tape.png?raw=true,Image Added,,,,,,,,,,
simple,OMC Drywall Paper Tape,597,OMC-000000598,,"OMC Drywall Paper Tape is a drywall reinforcing tape for embedding in compatible joint compound over flat seams, repairs or corners as indicated by the product name. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"omc, omc drywall paper tape, painting tools & accessories, tools",OMC,OMC,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OMC-000000598-drywall-paper-tape.png?raw=true,Image Added,,,,,,,,,,
simple,OMC Drywall Corner Tape,598,OMC-000000599,,"OMC Drywall Corner Tape is a drywall reinforcing tape for embedding in compatible joint compound over flat seams, repairs or corners as indicated by the product name. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"omc, omc drywall corner tape, painting tools & accessories, tools",OMC,OMC,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OMC-000000599-drywall-corner-tape.png?raw=true,Images for Review,,,,,,,,,,
simple,OMC Pre-Taped Plastic Drop Cloth,599,OMC-000000600,,"OMC Pre-Taped Plastic Drop Cloth is a temporary surface-protection material for covering floors, furniture or adjacent areas against dust, drips and ordinary painting debris. Lay it over a clean, dry area, secure the edges safely, and confirm that any adhesive or film suits the underlying finish. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"omc, omc pre-taped plastic drop cloth, painting tools & accessories, tools",OMC,OMC,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OMC-000000600-pre-taped-plastic-drop-cloth.png?raw=true,Images for Review,,,,,Variants,"68""X66' | 22""X108' | 108""X66'",1,1,,
simple,"Pintar Trim Roller 3"" x 5 mm",600,PI-000000601,,"Pintar Trim Roller 3"" x 5 mm is a shaped paint roller for coating corners, pipes, trim or other areas that are awkward to reach with a standard wall roller. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"pintar, pintar trim roller 3"" x 5 mm, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000601-trim-roller-3x5mm.png?raw=true,Images for Review,,,,,,,,,,
simple,Slit Foam Refill,601,PI-000000602,,"Slit Foam Refill from Pintar is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"pintar, slit foam refill, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000602-pintar-slit-foam-refill.png?raw=true,Images for Review,,,,,,,,,,
simple,Pre-Caulking Filler Rope,602,PI-000000603,,"Pre-Caulking Filler Rope from Pintar is a gap-filling sealant for compatible joints and seams; substrate, movement, moisture exposure and paintability should be checked for the application. Use on clean, compatible joints and follow the label for gap size, tooling, cure, moisture exposure and paintability.",,Painting Tools & Accessories > Tools,"pintar, pre-caulking filler rope, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000603-pre-caulking-filler-rope.png?raw=true,Images for Review,,,,,,,,,,
simple,Pintar Pipe Roller,603,PI-000000604,,"Pintar Pipe Roller is a shaped paint roller for coating corners, pipes, trim or other areas that are awkward to reach with a standard wall roller. It is intended to give the applicator practical control over loading, placement and finish on the matching surface area. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"pintar, pintar pipe roller, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000604-pipe-roller.png?raw=true,Images for Review,,,,,,,,,,
simple,Pintar Lint-Free Roller Refill,604,PI-000000605,,"Pintar Lint-Free Roller Refill is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"pintar, pintar lint-free roller refill, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000605-pintar-lint-free-roller-refill.png?raw=true,Images for Review,,,,,Variants,"18"" 5MM | 7 1/2"" 13 MM | CONTRACTOR PK 15MM",1,1,,
simple,Pintar Lambskin Block Applicator,605,PI-000000606,,"Pintar Lambskin Block Applicator is a pad-style applicator for spreading compatible paint, stain or finish across flat surfaces with direct hand control. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"pintar, pintar lambskin block applicator, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000606-pintar-lambskin-block-applicator.png?raw=true,Images for Review,,,,,,,,,,
simple,"Pintar 10"" Synthetic Water Wiz Pad with Block",606,PI-000000607,,"Pintar 10"" Synthetic Water Wiz Pad with Block is a pad-style applicator for spreading compatible paint, stain or finish across flat surfaces with direct hand control. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"pintar, pintar 10"" synthetic water wiz pad with block, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000607-water-wiz-pad-with-block.png?raw=true,Images for Review,,,,,,,,,,
simple,Pintar Microfiber Pad W/Block,607,PI-000000608,,"Pintar Microfiber Pad W/Block is a pad-style applicator for spreading compatible paint, stain or finish across flat surfaces with direct hand control. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"pintar, pintar microfiber pad w/block, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000608-microfiber-pad-with-block.png?raw=true,Images for Review,,,,,,,,,,
simple,Olympian Stain Brush,608,OLY-000000609,,"Olympian Stain Brush is a purpose-shaped brush for controlled application of compatible paint, stain or decorative coating; its filament style and profile suit the task named in the product. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance.",,Painting Tools & Accessories > Tools,"olympian, olympian stain brush, painting tools & accessories, tools",Olympian,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/OLY-000000609-olympian-bristlex-stain-brush-4in.png?raw=true,Images for Review,,,,,,,,,,
simple,Lexel Sealant Clear Squeeze Tube,609,LEX-000000610,,"Lexel Sealant Clear Squeeze Tube is a gap-filling sealant for compatible joints and seams; substrate, movement, moisture exposure and paintability should be checked for the application. Use on clean, compatible joints and follow the label for gap size, tooling, cure, moisture exposure and paintability.",,Painting Tools & Accessories > Tools,"lexel, lexel sealant clear squeeze tube, painting tools & accessories, tools",Lexel,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/LEX-000000610-lexel-clear-squeeze-tube.png?raw=true,Image Added,,,,,,,,,,
simple,Lexel Sealant Clear,610,LEX-000000611,,"Lexel Sealant Clear is a gap-filling sealant for compatible joints and seams; substrate, movement, moisture exposure and paintability should be checked for the application. Use on clean, compatible joints and follow the label for gap size, tooling, cure, moisture exposure and paintability. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"lexel, lexel sealant clear, painting tools & accessories, tools",Lexel,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/LEX-000000611-lexel-clear-sealant.png?raw=true,Image Added,,,,,,,,,,
simple,"Pintar Heavy-Duty 18"" Roller Frame",611,PI-000000612,,"Pintar Heavy-Duty 18"" Roller Frame is a reusable roller frame or handle for mounting a compatible cover and applying paint to the intended surface area. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"pintar, pintar heavy-duty 18"" roller frame, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000612-pintar-heavy-duty-18in-roller-frame.png?raw=true,Image Added,,,,,,,,,,
simple,Gallon Metal Tray,612,PI-000000613,,"Gallon Metal Tray from Pintar is a paint tray or tray set for loading rollers and holding a practical working quantity of coating during application. Choose the listed size for the surface and coating, then clean or dispose of the applicator according to current product guidance. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"pintar, gallon metal tray, painting tools & accessories, tools",Pintar,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PI-000000613-pintar-4l-jumbo-metal-tray.png?raw=true,Image Added,,,,,,,,,,
simple,CanPro Premium Microfibre Refill,613,CAN-000000614,,"CanPro Premium Microfibre Refill is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"canpro, canpro premium microfibre refill, painting tools & accessories, tools",CanPro,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/CAN-000000614-canpro-microfiber-roller-refill.png?raw=true,Images for Review,,,,,,,,,,
simple,Allway Scraper Set W/6 Blades,614,ALL-000000615,,"Allway Scraper Set W/6 Blades is a hand scraper for removing loose paint, adhesive residue, coatings or surface buildup during preparation and cleanup. Match it to the surface, work progressively, and use suitable eye, hand and respiratory protection for the material being removed. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"allway, allway scraper set w/6 blades, painting tools & accessories, tools",Allway,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/ALL-000000615-allway-contour-scraper-six-blades.png?raw=true,Image Added,,,,,,,,,,
simple,Allway Pour Spout,615,ALL-000000616,,"Allway Pour Spout is a container accessory that helps direct paint or liquid during pouring and reduces drips around the rim. Selection should be based on the specific task, material, working conditions and compatible products in the complete system. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"allway, allway pour spout, painting tools & accessories, tools",Allway,PIN02-S,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/ALL-000000616-allway-five-gallon-pour-spout.png?raw=true,Images for Review,,,,,,,,,,
